service_code,service_full_name,endpoint_prefix,api_version,protocols,uid,regions,region_count,is_global_like,has_resource_interface
kinesis-video-archived-media,Amazon Kinesis Video Streams Archived Media,kinesisvideo,2017-09-30,rest-json,kinesis-video-archived-media-2017-09-30,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ap-southeast-5;ca-central-1;eu-central-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-2,19,False,False
kinesis-video-media,Amazon Kinesis Video Streams Media,kinesisvideo,2017-09-30,rest-json,kinesis-video-media-2017-09-30,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ap-southeast-5;ca-central-1;eu-central-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-2,19,False,False
kinesis-video-signaling,Amazon Kinesis Video Signaling Channels,kinesisvideo,2019-12-04,rest-json,kinesis-video-signaling-2019-12-04,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ap-southeast-5;ca-central-1;eu-central-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-2,19,False,False
kinesis-video-webrtc-storage,Amazon Kinesis Video WebRTC Storage,kinesisvideo,2018-05-10,rest-json,kinesis-video-webrtc-storage-2018-05-10,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ap-southeast-5;ca-central-1;eu-central-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-2,19,False,False
kinesisanalytics,Amazon Kinesis Analytics,kinesisanalytics,2015-08-14,json,kinesisanalytics-2015-08-14,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
kinesisanalyticsv2,Amazon Kinesis Analytics,kinesisanalytics,2018-05-23,json,kinesisanalyticsv2-2018-05-23,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
kinesisvideo,Amazon Kinesis Video Streams,kinesisvideo,2017-09-30,rest-json,kinesisvideo-2017-09-30,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ap-southeast-5;ca-central-1;eu-central-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-2,19,False,False
kms,AWS Key Management Service,kms,2014-11-01,json,kms-2014-11-01,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
lakeformation,AWS Lake Formation,lakeformation,2017-03-31,rest-json,lakeformation-2017-03-31,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
lambda,AWS Lambda,lambda,2015-03-31,rest-json,lambda-2015-03-31,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
launch-wizard,AWS Launch Wizard,launchwizard,2018-05-10,rest-json,launch-wizard-2018-05-10,,0,True,False
lex-models,Amazon Lex Model Building Service,models.lex,2017-04-19,rest-json,lex-models-2017-04-19,ap-northeast-1;ap-southeast-1;ap-southeast-2;eu-central-1;eu-west-1;eu-west-2;us-east-1;us-west-2,8,False,False
lex-runtime,Amazon Lex Runtime Service,runtime.lex,2016-11-28,rest-json,runtime.lex-2016-11-28,ap-northeast-1;ap-southeast-1;ap-southeast-2;eu-central-1;eu-west-1;eu-west-2;us-east-1;us-west-2,8,False,False
lexv2-models,Amazon Lex Model Building V2,models-v2-lex,2020-08-07,rest-json,models.lex.v2-2020-08-07,af-south-1;ap-northeast-1;ap-northeast-2;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-west-1;eu-west-2;us-east-1;us-west-2,11,False,False
lexv2-runtime,Amazon Lex Runtime V2,runtime-v2-lex,2020-08-07,rest-json,runtime.lex.v2-2020-08-07,af-south-1;ap-northeast-1;ap-northeast-2;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-west-1;eu-west-2;us-east-1;us-west-2,11,False,False
license-manager,AWS License Manager,license-manager,2018-08-01,json,license-manager-2018-08-01,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
license-manager-linux-subscriptions,AWS License Manager Linux Subscriptions,license-manager-linux-subscriptions,2018-05-10,rest-json,license-manager-linux-subscriptions-2018-05-10,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
license-manager-user-subscriptions,AWS License Manager User Subscriptions,license-manager-user-subscriptions,2018-05-10,rest-json,license-manager-user-subscriptions-2018-05-10,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
lightsail,Amazon Lightsail,lightsail,2016-11-28,json,lightsail-2016-11-28,ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ap-southeast-3;ca-central-1;eu-central-1;eu-north-1;eu-west-1;eu-west-2;eu-west-3;us-east-1;us-east-2;us-west-2,15,False,False
location,Amazon Location Service,geo,2020-11-19,rest-json,location-2020-11-19,ap-northeast-1;ap-south-1;ap-southeast-1;ap-southeast-2;ap-southeast-5;ca-central-1;eu-central-1;eu-north-1;eu-south-2;eu-west-1;eu-west-2;sa-east-1;us-east-1;us-east-2;us-west-2,15,False,False
logs,Amazon CloudWatch Logs,logs,2014-03-28,json,logs-2014-03-28,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
lookoutequipment,Amazon Lookout for Equipment,lookoutequipment,2020-12-15,json,lookoutequipment-2020-12-15,ap-northeast-2;eu-west-1;us-east-1,3,False,False
lookoutmetrics,Amazon Lookout for Metrics,lookoutmetrics,2017-07-25,rest-json,lookoutmetrics-2017-07-25,ap-northeast-1;ap-southeast-1;ap-southeast-2;eu-central-1;eu-north-1;eu-west-1;us-east-1;us-east-2;us-west-2,9,False,False
lookoutvision,Amazon Lookout for Vision,lookoutvision,2020-11-20,rest-json,lookoutvision-2020-11-20,ap-northeast-1;ap-northeast-2;eu-central-1;eu-west-1;us-east-1;us-east-2;us-west-2,7,False,False
m2,AWSMainframeModernization,m2,2021-04-28,rest-json,m2-2021-04-28,af-south-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,21,False,False
machinelearning,Amazon Machine Learning,machinelearning,2014-12-12,json,machinelearning-2014-12-12,eu-west-1;us-east-1,2,False,False
macie2,Amazon Macie 2,macie2,2020-01-01,rest-json,macie2-2020-01-01,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-north-1;eu-south-1;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,22,False,False
mailmanager,MailManager,mail-manager,2023-10-17,json,mailmanager-2023-10-17,,0,True,False
managedblockchain,Amazon Managed Blockchain,managedblockchain,2018-09-24,rest-json,managedblockchain-2018-09-24,ap-northeast-1;ap-northeast-2;ap-southeast-1;eu-west-1;eu-west-2;us-east-1,6,False,False
managedblockchain-query,Amazon Managed Blockchain Query,managedblockchain-query,2023-05-04,rest-json,managedblockchain-query-2023-05-04,us-east-1,1,False,False
marketplace-agreement,AWS Marketplace Agreement Service,agreement-marketplace,2020-03-01,json,marketplace-agreement-2020-03-01,us-east-1,1,False,False
marketplace-catalog,AWS Marketplace Catalog Service,catalog.marketplace,2018-09-17,rest-json,marketplace-catalog-2018-09-17,us-east-1,1,False,False
marketplace-deployment,AWS Marketplace Deployment Service,deployment-marketplace,2023-01-25,rest-json,marketplace-deployment-2023-01-25,,0,True,False
marketplace-entitlement,AWS Marketplace Entitlement Service,entitlement.marketplace,2017-01-11,json,entitlement.marketplace-2017-01-11,us-east-1,1,False,False
marketplace-reporting,AWS Marketplace Reporting Service,reporting-marketplace,2018-05-10,rest-json,marketplace-reporting-2018-05-10,,0,True,False
marketplacecommerceanalytics,AWS Marketplace Commerce Analytics,marketplacecommerceanalytics,2015-07-01,json,marketplacecommerceanalytics-2015-07-01,us-east-1,1,False,False
mediaconnect,AWS MediaConnect,mediaconnect,2018-11-14,rest-json,mediaconnect-2018-11-14,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-4;ca-central-1;eu-central-1;eu-north-1;eu-west-1;eu-west-2;eu-west-3;me-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,22,False,False
mediaconvert,AWS Elemental MediaConvert,mediaconvert,2017-08-29,rest-json,mediaconvert-2017-08-29,af-south-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-southeast-1;ap-southeast-2;ap-southeast-4;ca-central-1;eu-central-1;eu-north-1;eu-west-1;eu-west-2;eu-west-3;me-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,20,False,False
medialive,AWS Elemental MediaLive,medialive,2017-10-14,rest-json,medialive-2017-10-14,ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-4;ca-central-1;eu-central-1;eu-north-1;eu-west-1;eu-west-2;eu-west-3;me-central-1;sa-east-1;us-east-1;us-east-2;us-west-2,19,False,False
mediapackage,AWS Elemental MediaPackage,mediapackage,2017-10-12,rest-json,mediapackage-2017-10-12,ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-southeast-1;ap-southeast-2;ap-southeast-4;ca-central-1;eu-central-1;eu-north-1;eu-west-1;eu-west-2;eu-west-3;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,18,False,False
mediapackage-vod,AWS Elemental MediaPackage VOD,mediapackage-vod,2018-11-07,rest-json,mediapackage-vod-2018-11-07,ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-4;ca-central-1;eu-central-1;eu-north-1;eu-west-1;eu-west-2;eu-west-3;me-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,20,False,False
mediapackagev2,AWS Elemental MediaPackage v2,mediapackagev2,2022-12-25,rest-json,mediapackagev2-2022-12-25,ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-4;ca-central-1;eu-central-1;eu-north-1;eu-west-1;eu-west-2;eu-west-3;me-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,20,False,False
mediastore,AWS Elemental MediaStore,mediastore,2017-09-01,json,mediastore-2017-09-01,ap-northeast-1;ap-northeast-2;ap-southeast-2;eu-central-1;eu-north-1;eu-west-1;eu-west-2;us-east-1;us-west-2,9,False,False
mediastore-data,AWS Elemental MediaStore Data Plane,data.mediastore,2017-09-01,rest-json,mediastore-data-2017-09-01,ap-northeast-1;ap-northeast-2;ap-southeast-2;eu-central-1;eu-north-1;eu-west-1;eu-west-2;us-east-1;us-west-2,9,False,False
mediatailor,AWS MediaTailor,api.mediatailor,2018-04-23,rest-json,mediatailor-2018-04-23,af-south-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-4;ca-central-1;eu-central-1;eu-north-1;eu-west-1;eu-west-3;me-central-1;sa-east-1;us-east-1;us-east-2;us-west-2,19,False,False
medical-imaging,AWS Health Imaging,medical-imaging,2023-07-19,rest-json,medical-imaging-2023-07-19,,0,True,False
memorydb,Amazon MemoryDB,memory-db,2021-01-01,json,memorydb-2021-01-01,ap-east-1;ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,19,False,False
meteringmarketplace,AWSMarketplace Metering,metering.marketplace,2016-01-14,json,meteringmarketplace-2016-01-14,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ca-central-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,28,False,False
mgh,AWS Migration Hub,mgh,2017-05-31,json,AWSMigrationHub-2017-05-31,ap-northeast-1;ap-southeast-2;eu-central-1;eu-west-1;eu-west-2;us-east-1;us-west-2,7,False,False
mgn,Application Migration Service,mgn,2020-02-26,rest-json,mgn-2020-02-26,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,30,False,False
migration-hub-refactor-spaces,AWS Migration Hub Refactor Spaces,refactor-spaces,2021-10-26,rest-json,migration-hub-refactor-spaces-2021-10-26,,0,True,False
migrationhub-config,AWS Migration Hub Config,migrationhub-config,2019-06-30,json,migrationhub-config-2019-06-30,,0,True,False
migrationhuborchestrator,AWS Migration Hub Orchestrator,migrationhub-orchestrator,2021-08-28,rest-json,migrationhuborchestrator-2021-08-28,ap-northeast-1;ap-southeast-2;eu-central-1;eu-west-1;eu-west-2;us-east-1;us-west-2,7,False,False
migrationhubstrategy,Migration Hub Strategy Recommendations,migrationhub-strategy,2020-02-19,rest-json,migrationhubstrategy-2020-02-19,ap-northeast-1;ap-southeast-2;eu-central-1;eu-west-1;eu-west-2;us-east-1;us-west-2,7,False,False
mpa,AWS Multi-party Approval,mpa,2022-07-26,rest-json,mpa-2022-07-26,,0,True,False
mq,AmazonMQ,mq,2017-11-27,rest-json,mq-2017-11-27,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
mturk,Amazon Mechanical Turk,mturk-requester,2017-01-17,json,mturk-requester-2017-01-17,us-east-1,1,False,False
mwaa,AmazonMWAA,airflow,2020-07-01,rest-json,mwaa-2020-07-01,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,30,False,False
neptune,Amazon Neptune,rds,2014-10-31,query,neptune-2014-10-31,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
neptune-graph,Amazon Neptune Graph,neptune-graph,2023-11-29,rest-json,neptune-graph-2023-11-29,,0,True,False
neptunedata,Amazon NeptuneData,neptune-db,2023-08-01,rest-json,neptunedata-2023-08-01,,0,True,False
network-firewall,AWS Network Firewall,network-firewall,2020-11-12,json,network-firewall-2020-11-12,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
networkflowmonitor,Network Flow Monitor,networkflowmonitor,2023-04-19,rest-json,networkflowmonitor-2023-04-19,,0,True,False
networkmanager,AWS Network Manager,networkmanager,2019-07-05,rest-json,networkmanager-2019-07-05,,0,True,False
networkmonitor,Amazon CloudWatch Network Monitor,networkmonitor,2023-08-01,rest-json,networkmonitor-2023-08-01,,0,True,False
notifications,AWS User Notifications,notifications,2018-05-10,rest-json,notifications-2018-05-10,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
notificationscontacts,AWS User Notifications Contacts,notifications-contacts,2018-05-10,rest-json,notificationscontacts-2018-05-10,,0,True,False
oam,CloudWatch Observability Access Manager,oam,2022-06-10,rest-json,oam-2022-06-10,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
observabilityadmin,CloudWatch Observability Admin Service,observabilityadmin,2018-05-10,rest-json,observabilityadmin-2018-05-10,,0,True,False
odb,odb,odb,2024-08-20,json,odb-2024-08-20,,0,True,False
omics,Amazon Omics,omics,2022-11-28,rest-json,omics-2022-11-28,ap-southeast-1;eu-central-1;eu-west-1;eu-west-2;il-central-1;us-east-1;us-west-2,7,False,False
opensearch,Amazon OpenSearch Service,es,2021-01-01,rest-json,opensearch-2021-01-01,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
opensearchserverless,OpenSearch Service Serverless,aoss,2021-11-01,json,opensearchserverless-2021-11-01,ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,22,False,False
opsworks,AWS OpsWorks,opsworks,2013-02-18,json,opsworks-2013-02-18,ap-southeast-1;eu-central-1;eu-west-1;us-east-1;us-west-2,5,False,True
opsworkscm,AWS OpsWorks CM,opsworks-cm,2016-11-01,json,opsworkscm-2016-11-01,ap-southeast-2;eu-west-1;us-east-1,3,False,False
organizations,AWS Organizations,organizations,2016-11-28,json,organizations-2016-11-28,,0,True,False
osis,Amazon OpenSearch Ingestion,osis,2022-01-01,rest-json,osis-2022-01-01,ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-north-1;eu-south-2;eu-west-1;eu-west-2;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,16,False,False
outposts,AWS Outposts,outposts,2019-12-03,rest-json,outposts-2019-12-03,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-southeast-1;ap-southeast-2;ap-southeast-3;ca-central-1;eu-central-1;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,25,False,False
panorama,AWS Panorama,panorama,2019-07-24,rest-json,panorama-2019-07-24,,0,True,False
partnercentral-selling,Partner Central Selling API,partnercentral-selling,2022-07-26,json,partnercentral-selling-2022-07-26,,0,True,False
payment-cryptography,Payment Cryptography Control Plane,controlplane.payment-cryptography,2021-09-14,json,payment-cryptography-2021-09-14,,0,True,False
payment-cryptography-data,Payment Cryptography Data Plane,dataplane.payment-cryptography,2022-02-03,rest-json,payment-cryptography-data-2022-02-03,,0,True,False
pca-connector-ad,PcaConnectorAd,pca-connector-ad,2018-05-10,rest-json,pca-connector-ad-2018-05-10,,0,True,False
pca-connector-scep,Private CA Connector for SCEP,pca-connector-scep,2018-05-10,rest-json,pca-connector-scep-2018-05-10,,0,True,False
pcs,AWS Parallel Computing Service,pcs,2023-02-10,json,pcs-2023-02-10,,0,True,False
personalize,Amazon Personalize,personalize,2018-05-22,json,personalize-2018-05-22,ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-west-1;us-east-1;us-east-2;us-west-2,11,False,False
personalize-events,Amazon Personalize Events,personalize-events,2018-03-22,rest-json,personalize-events-2018-03-22,,0,True,False
personalize-runtime,Amazon Personalize Runtime,personalize-runtime,2018-05-22,rest-json,personalize-runtime-2018-05-22,,0,True,False
pi,AWS Performance Insights,pi,2018-02-27,json,pi-2018-02-27,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
pinpoint,Amazon Pinpoint,pinpoint,2016-12-01,rest-json,pinpoint-2016-12-01,ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-west-1;eu-west-2;us-east-1;us-east-2;us-west-2,12,False,False
pinpoint-email,Amazon Pinpoint Email Service,email,2018-07-26,rest-json,pinpoint-email-2018-07-26,af-south-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ca-central-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,25,False,False
pinpoint-sms-voice,Amazon Pinpoint SMS and Voice Service,sms-voice.pinpoint,2018-09-05,rest-json,pinpoint-sms-voice-2018-09-05,,0,True,False
